Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,geladeira portatil para caminhao,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,90,25,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.35,0.53,0.35,0.02,0.00,0.02,0.05,0.05,0.05,0.35,0.35,0.43",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-para-caminhao""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao""
""youtube.com"":""https://www.youtube.com/watch?v=JZfymAdsPMs"""
br,geladeira tomate,mini geladeira para caminhão,geladeira tomate,geladeira caminhão portátil,Sub page,,390,25,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.66,0.81,0.81,0.66,0.66,0.66,0.81,0.54,0.66,0.81,0.66,0.81",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-portatil-tomate""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+tomate/""
""tomate.tv"":""https://www.tomate.tv/produto/refrigerador-de-ar-portatil-496""
""lojaaventura.com.br"":""https://www.lojaaventura.com.br/produto/geladeira-automotiva-mdc-020-mini-cooler-portatil-12v-tomate.html""
""youtube.com"":""https://www.youtube.com/watch?v=4NCYfVtXDp8""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-para-caminhao-tomate""
""rvnovidades.com.br"":""https://www.rvnovidades.com.br/eletronicos/geladeira-automotiva-portatil-1224v-110220v-12-litros-esquenta-e-resfria""
""someacessorios.com.br"":""https://someacessorios.com.br/mini-geladeira-tomate-10l-mdc010.html""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-tomate""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v-tomate""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-portatil-tomate""
""tomate.tv"":""https://www.tomate.tv/produto/refrigerador-de-ar-portatil-496""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+tomate/""
""lojaaventura.com.br"":""https://www.lojaaventura.com.br/produto/geladeira-automotiva-mdc-020-mini-cooler-portatil-12v-tomate.html""
""rvnovidades.com.br"":""https://www.rvnovidades.com.br/eletronicos/geladeira-automotiva-portatil-1224v-110220v-12-litros-esquenta-e-resfria""
""youtube.com"":""https://www.youtube.com/watch?v=4NCYfVtXDp8""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-para-caminhao-tomate""
""someacessorios.com.br"":""https://someacessorios.com.br/mini-geladeira-tomate-10l-mdc010.html""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v-tomate""
""youtube.com"":""https://www.youtube.com/watch?v=l8ykhUqttvY"""
br,geladeira portátil tomate,mini geladeira para caminhão,geladeira tomate,geladeira caminhão portátil,Sub page,,110,23,0.00,0.00,0,Informational,"Image Pack, Short Videos, Reviews, Video, Related Searches","0.78,1.00,0.78,0.78,0.64,0.50,1.00,1.00,0.78,1.00,1.00,1.00",,"""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-portatil-tomate""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+tomate/""
""tomate.tv"":""https://www.tomate.tv/produto/refrigerador-de-ar-portatil-496""
""lojaaventura.com.br"":""https://www.lojaaventura.com.br/produto/geladeira-automotiva-mdc-020-mini-cooler-portatil-12v-tomate.html""
""youtube.com"":""https://www.youtube.com/watch?v=4NCYfVtXDp8""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-para-caminhao-tomate""
""rvnovidades.com.br"":""https://www.rvnovidades.com.br/eletronicos/geladeira-automotiva-portatil-1224v-110220v-12-litros-esquenta-e-resfria""
""someacessorios.com.br"":""https://someacessorios.com.br/mini-geladeira-tomate-10l-mdc010.html""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-tomate""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v-tomate""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-portatil-tomate""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+tomate/""
""tomate.tv"":""https://www.tomate.tv/produto/refrigerador-de-ar-portatil-496""
""lojaaventura.com.br"":""https://www.lojaaventura.com.br/produto/geladeira-automotiva-mdc-020-mini-cooler-portatil-12v-tomate.html""
""youtube.com"":""https://www.youtube.com/watch?v=4NCYfVtXDp8""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-para-caminhao-tomate""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-tomate""
""rvnovidades.com.br"":""https://www.rvnovidades.com.br/eletronicos/geladeira-automotiva-portatil-1224v-110220v-12-litros-esquenta-e-resfria""
""someacessorios.com.br"":""https://someacessorios.com.br/mini-geladeira-tomate-10l-mdc010.html""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-portatil-caminhao-tomate/b"""
br,mini geladeira 12 volts,geladeira 12 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,110,25,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.78,1.00,0.64,0.64,0.64,0.50,0.50,1.00,1.00,1.00,1.00,0.78",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""multilaser.com.br"":""https://www.multilaser.com.br/mini-geladeira-portatil-4l-trivolt-12v-multi-ed027/p""
""americanas.com.br"":""https://www.americanas.com.br/busca/mini-geladeira-12-volts""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""youtube.com"":""https://www.youtube.com/watch?v=ftWoeN8M0fc&pp=ygUWI21pbmlnZWxhZGVpcmFwb3J0YXRpbA%3D%3D""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""dutramaquinas.com.br"":""https://www.dutramaquinas.com.br/p/mini-geladeira-com-capacidade-de-33-litros-12-volts-bdc33l-br-bdc33l-br"""
br,geladeira 12v,geladeira 24 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,2900,27,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.43,0.66,0.54,0.43,0.36,0.36,0.43,0.43,0.15,0.43,0.66,0.36",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3/REFRIGERADORES-1224V.html""
""lojadometic.com.br"":""https://lojadometic.com.br/automotivo/geladeiras-12v-rv""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v-gelbox""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-12-volts""
""youtube.com"":""https://www.youtube.com/watch?v=KKdGBW0R7xc"""
br,geladeira 12 volt,geladeira 12 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,1900,26,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.54,0.65,0.54,0.54,0.43,0.29,0.00,0.29,0.36,0.43,0.43,0.36",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""gelbox.com.br"":""https://www.gelbox.com.br/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-12-volts""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""elber.ind.br"":""https://elber.ind.br/produtos/geladeira-para-motorhome-120-litros/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12-volts""
""elber.ind.br"":""https://elber.ind.br/categoria/motorhome/"""
br,geladeira portatil 12v,geladeira caminhao portatil,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,1300,25,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.68,0.84,0.84,0.84,0.84,0.52,0.46,0.37,0.52,0.68,0.68,0.52",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""youtube.com"":""https://www.youtube.com/watch?v=ALCphG_LSX8"""
br,geladeira carros 12v,geladeira portatil para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,480,25,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.88,1.00,0.72,0.48,0.26,0.26,0.21,0.26,0.32,0.48,0.39,0.48",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""shopee.com.br"":""https://shopee.com.br/Mini-Geladeira-Port%C3%A1til-23l-P-Caminh%C3%B5es-e-Carros-12v-24v-Quente-frio-i.935211745.23997434198""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""multilaser.com.br"":""https://www.multilaser.com.br/mini-geladeira-portatil-4l-trivolt-12v-multi-ed027/p""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-carro-12v""
""youtube.com"":""https://www.youtube.com/watch?v=y3AzHxA_hLw""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v"""
br,geladeira portátil 12v,geladeira 12 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,390,21,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.44,0.66,0.01,0.81,1.00,0.81,0.54,1.00,0.54,0.66,0.05,0.66",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""ninjaparts.com.br"":""https://www.ninjaparts.com.br/acessorios-caminhao/geladeira-portatil-35-litros-caminhao-carreta-motorhome-quadrivolt-12v-24v-110v-220v""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira"""
br,geladeira automotiva 12v,geladeira 12 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,210,28,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Shopping Ads, Related Searches","0.16,0.13,0.08,0.10,0.04,0.05,0.04,0.05,0.05,0.08,0.08,0.13",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""gama4x4.com.br"":""https://www.gama4x4.com.br/produtos/camping-lazer/geladeira-automotiva.html""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""youtube.com"":""https://www.youtube.com/watch?v=7WO3xfE0AEA""
""m.youtube.com"":""https://m.youtube.com/watch?v=1UfK1bWUxV8&pp=ygUWI21pbmlnZWxhZGVpcmFwb3J0YXRpbA%3D%3D""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva"""
br,geladeira 12 volts para caminhão,geladeira para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,170,22,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.53,1.00,0.65,0.53,0.43,0.43,0.34,0.43,0.53,0.81,0.43,0.53",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""gelbox.com.br"":""https://www.gelbox.com.br/CategoriaId_3,1,valorasc/REFRIGERADORES-1224V.html""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v-para-caminhao""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao""
""csmacessorios.com.br"":""https://www.csmacessorios.com.br/geladeira-resfriar-75-litros""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v"""
br,mini geladeira portatil 12v,mini geladeira para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,140,23,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Image, Related Searches","0.66,0.80,0.80,0.80,0.52,0.42,0.33,0.52,0.42,0.52,0.66,1.00",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""multilaser.com.br"":""https://www.multilaser.com.br/mini-geladeira-portatil-4l-trivolt-12v-multi-ed027/p""
""youtube.com"":""https://www.youtube.com/watch?v=a6SZuP9QWyI""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v"""
br,geladeira 12 volts para carro,geladeira 12 volts para caminhão,mini geladeira 12 volts,geladeira 12v para caminhão,Pillar page,,140,27,0.00,0.00,0,Informational,"People Also Ask, Reviews, Video, Related Searches","0.06,0.28,0.34,0.28,0.43,0.34,0.65,0.53,0.43,0.65,1.00,0.81",,"""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc33l-br/mini-geladeira-portatil-para-viagem-33-litros-12v""
""lojadometic.com.br"":""https://lojadometic.com.br/motorhome/geladeira-portatil""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-12v""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazinevoce.com.br"":""https://www.magazinevoce.com.br/magazinegeladeiracertifi/busca/geladeira%2012v/""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""youtube.com"":""https://www.youtube.com/watch?v=1UfK1bWUxV8""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-carro-12v""
""youtube.com"":""https://www.youtube.com/watch?v=y3AzHxA_hLw""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-12v"""
